	Depth（nm）	Load（mN）			Depth（nm）	Load（mN）			Depth（nm）	Load（mN）				点位	时间	Depth（nm）	Load（mN）			Depth（nm）	Load1（mN）	Load2（mN）	Load3（mN）
7.401267	3807.967556	72.8471		7.961821	2687.114551	78.82567		7.527938	3259.509524	74.33655				1#	8.764118	4070.582525	86.464		8.764118	4070.582525	86.464	86.68625	86.68625
7.462764	3820.964289	73.45738		8.022485	2697.146802	79.47512		7.587607	3272.545156	74.93402				1#	8.825019	4081.144654	87.08054		8.825019	4081.144654	87.08054	87.29996	87.29996
7.523147	3834.308918	74.06596		8.082514	2706.483274	80.07664		7.641916	3284.966446	75.51642				1#	8.884904	4091.142731	87.69099		8.884904	4091.142731	87.69099	87.90596	87.90596
7.576857	3845.705222	74.64067		8.138943	2715.21739	80.65511		7.697274	3297.10176	76.05341				1#	8.937685	4100.025844	88.23997		8.937685	4100.025844	88.23997	88.45917	88.45917
7.630722	3857.592863	75.16199		8.200462	2724.59964	81.25516		7.758307	3310.910371	76.64153				1#	9.000746	4111.417634	88.82489		9.000746	4111.417634	88.82489	89.0903	89.0903
7.69192	3870.165126	75.74741		8.26219	2734.293483	81.86638		7.819742	3324.127401	77.24604				1#	9.054544	4119.82764	89.40853		9.054544	4119.82764	89.40853	89.68543	89.68543
7.752317	3882.724349	76.35604		8.322805	2742.805126	82.47623		7.875379	3336.723112	77.84757				1#	9.115902	4130.354493	89.988		9.115902	4130.354493	89.988	90.3155	90.3155
7.815473	3895.551611	76.97904		8.384121	2752.340793	83.09267		7.931024	3348.53689	78.38501				1#	9.174864	4140.459928	90.62287		9.174864	4140.459928	90.62287	90.9247	90.9247
7.876178	3907.303713	77.59394		8.444982	2761.619015	83.69426		7.990709	3361.082228	78.96495				1#	9.228648	4149.596525	91.14757		9.228648	4149.596525	91.14757	91.53829	91.53829
7.936143	3919.100011	78.19279		8.504242	2770.033809	84.2984		8.048715	3373.251309	79.55167				1#	9.289743	4159.541461	91.72438		9.289743	4159.541461	91.72438	92.03956	92.03956
7.996755	3930.662604	78.79225		8.564929	2778.776971	84.89634		8.108168	3385.216145	80.14848				1#	9.350159	4169.908048	92.33217		9.350159	4169.908048	92.33217	92.55354	92.55354
8.062907	3943.65495	79.46279		8.626787	2788.013253	85.5156		8.165937	3397.179577	80.72609				1#	9.406657	4179.861446	92.91514		9.406657	4179.861446	92.91514	93.1285	93.1285
8.121987	3955.086419	80.05521		8.683209	2796.21314	86.09962		8.224735	3408.847353	81.31587				1#	9.466355	4189.595836	93.49666		9.466355	4189.595836	93.49666	93.73224	93.73224
8.17544	3964.771912	80.62729		8.743988	2804.767169	86.68625		8.28393	3420.691259	81.90276				1#	9.526006	4199.958187	94.09679		9.526006	4199.958187	94.09679	94.33344	94.33344
8.23084	3975.432875	81.15955		8.805182	2814.042925	87.29996		8.342515	3432.460197	82.49145				1#	9.58679	4210.133918	94.69489		9.58679	4210.133918	94.69489	94.93375	94.93375
8.292725	3986.707241	81.75727		8.862644	2822.054174	87.90596		8.403259	3444.095859	83.08845				1#	9.648654	4220.894261	95.31235		9.648654	4220.894261	95.31235	95.55282	95.55282
8.352517	3997.639682	82.35578		8.920445	2830.507601	88.45917		8.462939	3456.195596	83.68653				1#	9.710459	4231.045153	95.93282		9.710459	4231.045153	95.93282	96.16327	96.16327
8.411408	4008.468532	82.95394		8.983998	2840.064672	89.0903		8.524088	3467.752069	84.29538				1#	9.771591	4240.932011	96.54741		9.771591	4240.932011	96.54741	96.77804	96.77804
8.463575	4018.077652	83.50366		9.044057	2848.564495	89.68543		8.583978	3479.087458	84.90378				1#	9.83107	4251.202561	97.14794		9.83107	4251.202561	97.14794	97.38428	97.38428
8.520284	4028.055961	84.05382		9.107129	2858.485276	90.3155		8.639773	3489.440159	85.47453				1#	9.891768	4261.131035	97.74876		9.891768	4261.131035	97.74876	97.90486	97.90486
8.582213	4038.99085	84.64739		9.16741	2868.250149	90.9247		8.700815	3500.321575	86.06444				1#	9.953434	4271.05453	98.36634		9.953434	4271.05453	98.36634	98.45204	98.45204
8.643889	4049.60008	85.25679		9.224428	2877.023187	91.53829		8.756376	3510.755589	86.66425				1#	10.008982	4280.125871	98.94808		10.008982	4280.125871	98.94808	99.08727	99.08727
8.703075	4059.686073	85.86379		9.275219	2884.307639	92.03956		8.810792	3520.587046	87.19168				1#	10.068883	4290.010787	99.52545		10.068883	4290.010787	99.52545	99.68499	99.68499
8.764118	4070.582525	86.464		9.326706	2892.148083	92.55354		8.871579	3531.571469	87.77349				1#	10.125242	4299.498927	100.09928		10.125242	4299.498927	100.09928	100.27027	100.27027
8.825019	4081.144654	87.08054		9.387727	2901.260306	93.1285		8.931226	3541.645627	88.37948				1#	10.19118	4310.129163	100.77337		10.19118	4310.129163	100.77337	100.92166	100.92166
8.884904	4091.142731	87.69099		9.44817	2909.827553	93.73224		8.986575	3551.309018	88.94641				1#	10.244067	4318.836946	101.30462		10.244067	4318.836946	101.30462	101.47352	101.47352
8.937685	4100.025844	88.23997		9.508084	2918.524162	94.33344		9.040924	3560.968856	89.50673				1#	10.303764	4328.37338	101.87319		10.303764	4328.37338	101.87319	102.05977	102.05977
9.000746	4111.417634	88.82489		9.568634	2927.565051	94.93375		9.098518	3571.360428	90.05668				1#	10.363322	4337.817188	102.46644		10.363322	4337.817188	102.46644	102.67958	102.67958
9.054544	4119.82764	89.40853		9.630347	2936.731871	95.55282		9.157389	3582.165089	90.6513				1#	10.423877	4347.664804	103.06399		10.423877	4347.664804	103.06399	103.33603	103.33603
9.115902	4130.354493	89.988		9.691431	2945.183895	96.16327		9.21296	3591.802751	91.2077				1#	10.487731	4357.405282	103.73561		10.487731	4357.405282	103.73561	103.85583	103.85583
9.174864	4140.459928	90.62287		9.752771	2954.076415	96.77804		9.274485	3602.650219	91.80588				1#	10.542323	4366.558322	104.27997		10.542323	4366.558322	104.27997	104.43068	104.43068
9.228648	4149.596525	91.14757		9.809937	2961.793658	97.38428		9.332081	3612.682436	92.39067				1#	10.598446	4375.001087	104.83387		10.598446	4375.001087	104.83387	105.03454	105.03454
9.289743	4159.541461	91.72438		9.861463	2968.68127	97.90486		9.392926	3623.276205	92.98456				1#	10.660827	4384.846504	105.43376		10.660827	4384.846504	105.43376	105.63823	105.63823
9.350159	4169.908048	92.33217		9.918788	2976.49791	98.45204		9.45294	3633.977602	93.5859				1#	10.722573	4394.362835	106.05801		10.722573	4394.362835	106.05801	106.23443	106.23443
9.406657	4179.861446	92.91514		9.982611	2984.437513	99.08727		9.51381	3645.156508	94.185				1#	10.782089	4403.167447	106.65638		10.782089	4403.167447	106.65638	106.8165	106.8165
9.466355	4189.595836	93.49666		10.043196	2992.971136	99.68499		9.565032	3653.778621	94.75586				1#	10.833268	4410.847302	107.20574		10.833268	4410.847302	107.20574	107.35523	107.35523
9.526006	4199.958187	94.09679		10.100341	2999.8764	100.27027		9.615562	3662.817237	95.25415				1#	10.88736	4419.035145	107.7287		10.88736	4419.035145	107.7287	107.9236	107.9236
9.58679	4210.133918	94.69489		10.164108	3008.057804	100.92166		9.673262	3672.859875	95.80781				1#	10.942575	4427.790958	108.29591		10.942575	4427.790958	108.29591	108.48191	108.48191
9.648654	4220.894261	95.31235		10.220305	3015.309823	101.47352		9.734696	3683.276027	96.40013				1#	10.99828	4435.626145	108.83189		10.99828	4435.626145	108.83189	109.10139	109.10139
9.710459	4231.045153	95.93282		10.281032	3022.739003	102.05977		9.796082	3694.016238	97.0164				1#	11.062567	4445.161041	109.45654		11.062567	4445.161041	109.45654	109.71364	109.71364
9.771591	4240.932011	96.54741		10.343158	3030.099988	102.67958		9.856314	3704.236975	97.62499				1#	11.123577	4454.688661	110.06856		11.123577	4454.688661	110.06856	110.33624	110.33624
9.83107	4251.202561	97.14794		10.404608	3037.317866	103.33603		9.915594	3714.483623	98.21583				1#	11.1834	4463.154003	110.69378		11.1834	4463.154003	110.69378	110.98555	110.98555
9.891768	4261.131035	97.74876		10.457837	3043.601393	103.85583		9.975986	3724.692983	98.81657				1#	11.238602	4471.301917	111.23625		11.238602	4471.301917	111.23625	111.56652	111.56652
9.953434	4271.05453	98.36634		10.518157	3050.618987	104.43068		10.037725	3735.72157	99.4331				1#	11.299736	4480.121744	111.82452		11.299736	4480.121744	111.82452	112.14078	112.14078
10.008982	4280.125871	98.94808		10.578785	3057.752096	105.03454		10.099434	3745.988894	100.04507				1#	11.357196	4488.715395	112.43939		11.357196	4488.715395	112.43939	112.73397	112.73397
10.068883	4290.010787	99.52545		10.63859	3064.567167	105.63823		10.161384	3756.677548	100.70694				1#	11.41346	4496.597965	112.98442		11.41346	4496.597965	112.98442	113.31629	113.31629
10.125242	4299.498927	100.09928		10.698723	3071.003497	106.23443		10.216613	3766.08254	101.24893				1#	11.474711	4505.954397	113.57853		11.474711	4505.954397	113.57853	113.85391	113.85391
10.19118	4310.129163	100.77337		10.75254	3077.550835	106.8165		10.280183	3776.685336	101.85086				1#	11.5316	4514.453508	114.17433		11.5316	4514.453508	114.17433	114.45021	114.45021
10.244067	4318.836946	101.30462		10.810028	3083.599079	107.35523		10.340836	3787.289427	102.46555				1#	11.58393	4522.421085	114.70344		11.58393	4522.421085	114.70344	115.02832	115.02832
10.303764	4328.37338	101.87319		10.865263	3089.464248	107.9236		10.400741	3797.716331	103.07544				1#	11.644754	4531.107059	115.28356		11.644754	4531.107059	115.28356	115.62592	115.62592
10.363322	4337.817188	102.46644		10.921326	3095.826722	108.48191		10.461176	3807.289192	103.68785				1#	11.705946	4539.270499	115.89056		11.705946	4539.270499	115.89056	116.2385	116.2385
10.423877	4347.664804	103.06399		10.985249	3102.31207	109.10139		10.519225	3817.2909	104.25788				1#	11.764468	4547.756797	116.49546		11.764468	4547.756797	116.49546	116.83375	116.83375
10.487731	4357.405282	103.73561		11.046701	3108.861639	109.71364		10.573859	3826.496865	104.83429				1#	11.816071	4555.013996	117.02954		11.816071	4555.013996	117.02954	117.4298	117.4298
10.542323	4366.558322	104.27997		11.112464	3115.663809	110.33624		10.630062	3836.435786	105.37431				1#	11.87723	4563.330863	117.6036		11.87723	4563.330863	117.6036	118.03371	118.03371
10.598446	4375.001087	104.83387		11.171581	3121.30521	110.98555		10.690626	3846.568699	105.96275				1#	11.938038	4571.929831	118.21045		11.938038	4571.929831	118.21045	118.63989	118.63989
10.660827	4384.846504	105.43376		11.230421	3127.428253	111.56652		10.750769	3856.657442	106.57461				1#	11.998694	4580.358755	118.8174		11.998694	4580.358755	118.8174	119.1856	119.1856
10.722573	4394.362835	106.05801		11.288165	3133.33502	112.14078		10.810466	3866.241416	107.16625				1#	12.06137	4589.112074	119.43049		12.06137	4589.112074	119.43049	119.73571	119.73571
10.782089	4403.167447	106.65638		11.348519	3140.021458	112.73397		10.870548	3876.487713	107.76105				1#	12.121558	4597.059947	120.0474		12.121558	4597.059947	120.0474	120.314	120.314
10.833268	4410.847302	107.20574		11.402372	3145.903841	113.31629		10.930631	3886.747173	108.36126				1#	12.180919	4605.101069	120.68537		12.180919	4605.101069	120.68537	120.91789	120.91789
10.88736	4419.035145	107.7287		11.458739	3151.168478	113.85391		10.990899	3896.71691	108.96965				1#	12.233916	4611.639536	121.20498		12.233916	4611.639536	121.20498	121.52799	121.52799
10.942575	4427.790958	108.29591		11.519965	3156.411894	114.45021		11.047297	3906.053662	109.54638				1#	12.293841	4620.572426	121.77303		12.293841	4620.572426	121.77303	122.13419	122.13419
10.99828	4435.626145	108.83189		11.57636	3162.084136	115.02832		11.106505	3916.416093	110.14133				1#	12.354394	4628.85465	122.3758		12.354394	4628.85465	122.3758	122.74369	122.74369
11.062567	4445.161041	109.45654		11.637604	3167.914583	115.62592		11.163846	3925.972878	110.70799				1#	12.412749	4636.3992	122.97508		12.412749	4636.3992	122.97508	123.31502	123.31502
11.123577	4454.688661	110.06856		11.698364	3174.290412	116.2385		11.224395	3936.025252	111.30573				1#	12.474665	4644.984739	123.57932		12.474665	4644.984739	123.57932	123.89916	123.89916
11.1834	4463.154003	110.69378		11.756904	3179.675916	116.83375		11.28524	3946.116822	111.91006				1#	12.53631	4653.854331	124.19537		12.53631	4653.854331	124.19537	124.49701	124.49701
11.238602	4471.301917	111.23625		11.817896	3185.572514	117.4298		11.337296	3954.504603	112.47384				1#	12.596819	4661.356341	124.79686		12.596819	4661.356341	124.79686	125.05235	125.05235
11.299736	4480.121744	111.82452		11.878422	3191.401898	118.03371		11.390733	3963.767693	112.99246				1#	12.651583	4669.31585	125.38784		12.651583	4669.31585	125.38784	125.56908	125.56908
11.357196	4488.715395	112.43939		11.938323	3197.101939	118.63989		11.451995	3973.695872	113.57516				1#	12.706499	4676.364607	125.92054		12.706499	4676.364607	125.92054	126.14732	126.14732
11.41346	4496.597965	112.98442		11.990472	3202.177821	119.1856		11.5138	3983.991387	114.19268				1#	12.767385	4684.855656	126.50205		12.767385	4684.855656	126.50205	126.75027	126.75027
11.474711	4505.954397	113.57853		12.046635	3207.527646	119.73571		11.57033	3992.883437	114.80352				1#	12.828093	4691.99351	127.11324		12.828093	4691.99351	127.11324	127.34285	127.34285
11.5316	4514.453508	114.17433		12.105485	3213.295842	120.314		11.623283	4001.66688	115.32092				1#	12.888779	4700.654245	127.72351		12.888779	4700.654245	127.72351	127.92528	127.92528
11.58393	4522.421085	114.70344		12.167399	3219.389098	120.91789		11.684091	4011.477035	115.89922				1#	12.944788	4708.394576	128.29614		12.944788	4708.394576	128.29614	128.51593	128.51593
11.644754	4531.107059	115.28356		12.228082	3224.899457	121.52799		11.745477	4021.388348	116.50737				1#	13.004021	4716.369044	128.87583		13.004021	4716.369044	128.87583	129.14909	129.14909
11.705946	4539.270499	115.89056		12.288404	3229.978193	122.13419		11.806533	4030.595263	117.12299				1#	13.06345	4724.364816	129.47388		13.06345	4724.364816	129.47388	129.75532	129.75532
11.764468	4547.756797	116.49546		12.347556	3235.680197	122.74369		11.867015	4039.85993	117.72978				1#	13.119987	4731.890933	130.04788		13.119987	4731.890933	130.04788	130.35813	130.35813
11.816071	4555.013996	117.02954		12.405369	3240.951929	123.31502		11.927567	4049.725901	118.33579				1#	13.184995	4741.17815	130.67959		13.184995	4741.17815	130.67959	130.97356	130.97356
11.87723	4563.330863	117.6036		12.463986	3245.785181	123.89916		11.989058	4059.616346	118.94695				1#	13.247045	4749.497374	131.29756		13.247045	4749.497374	131.29756	131.55178	131.55178
11.938038	4571.929831	118.21045		12.524697	3251.298405	124.49701		12.050228	4069.094267	119.55961				1#	13.309146	4757.895932	131.92245		13.309146	4757.895932	131.92245	132.12849	132.12849
11.998694	4580.358755	118.8174		12.57602	3255.629249	125.05235		12.112083	4078.89658	120.17106				1#	13.3696	4765.927556	132.53114		13.3696	4765.927556	132.53114	132.7354	132.7354
12.06137	4589.112074	119.43049		12.628927	3260.120488	125.56908		12.168161	4087.789446	120.77686				1#	13.429099	4773.366675	133.12547		13.429099	4773.366675	133.12547	133.33363	133.33363
12.121558	4597.059947	120.0474		12.69021	3265.693114	126.14732		12.222042	4096.387121	121.30755				1#	13.489495	4781.741356	133.73044		13.489495	4781.741356	133.73044	133.93816	133.93816
12.180919	4605.101069	120.68537		12.749484	3270.937029	126.75027		12.28887	4106.577992	121.93278				1#	13.551317	4789.552115	134.34142		13.551317	4789.552115	134.34142	134.53828	134.53828
12.233916	4611.639536	121.20498		12.80873	3276.083825	127.34285		12.348581	4115.909234	122.54588				1#	13.612153	4797.955889	134.95182		13.612153	4797.955889	134.95182	135.1258	135.1258
12.293841	4620.572426	121.77303		12.865722	3280.722657	127.92528		12.409611	4125.555893	123.15097				1#	13.673112	4806.013614	135.56295		13.673112	4806.013614	135.56295	135.72424	135.72424
12.354394	4628.85465	122.3758		12.925927	3285.471793	128.51593		12.469721	4134.763941	123.75249				1#	13.734093	4813.899125	136.175		13.734093	4813.899125	136.175	136.32455	136.32455
12.412749	4636.3992	122.97508		12.98949	3291.123267	129.14909		12.530278	4143.872035	124.36954				1#	13.793294	4821.688489	136.76889		13.793294	4821.688489	136.76889	136.93787	136.93787
12.474665	4644.984739	123.57932		13.050827	3295.86767	129.75532		12.586163	4152.649375	124.93784				1#	13.85288	4829.271923	137.36659		13.85288	4829.271923	137.36659	137.48918	137.48918
12.53631	4653.854331	124.19537		13.11128	3300.636403	130.35813		12.647444	4161.726932	125.53105				1#	13.911889	4836.778688	137.95441		13.911889	4836.778688	137.95441	138.01546	138.01546
12.596819	4661.356341	124.79686		13.173557	3305.526603	130.97356		12.708894	4170.752946	126.1469				1#	13.972643	4844.465943	138.55802		13.972643	4844.465943	138.55802	138.59089	138.59089
12.651583	4669.31585	125.38784		13.22701	3309.40229	131.55178		12.770068	4180.56777	126.76019				1#	14.033338	4852.323953	139.16467		14.033338	4852.323953	139.16467	139.12651	139.12651
12.706499	4676.364607	125.92054		13.287887	3314.432088	132.12849		12.830575	4189.748973	127.35836				1#	14.089679	4859.580289	139.74708		14.089679	4859.580289	139.74708	139.66212	139.66212
12.767385	4684.855656	126.50205		13.348328	3319.203883	132.7354		12.890452	4198.260741	127.96389				1#	14.146849	4866.61604	140.31596		14.146849	4866.61604	140.31596	140.25569	140.25569
12.828093	4691.99351	127.11324		13.408255	3323.924629	133.33363		12.947517	4206.815961	128.54564				1#	14.205772	4873.997729	140.90437		14.205772	4873.997729	140.90437	140.86253	140.86253
12.888779	4700.654245	127.72351		13.468326	3328.446998	133.93816		13.008744	4215.624627	129.14586				1#	14.266913	4881.688223	141.49435		14.266913	4881.688223	141.49435	141.452	141.452
12.944788	4708.394576	128.29614		13.528555	3334.091964	134.53828		13.070407	4224.5851	129.76096				1#	14.328342	4889.257996	142.11003		14.328342	4889.257996	142.11003	142.05825	142.05825
13.004021	4716.369044	128.87583		13.586042	3338.775186	135.1258		13.130683	4233.680119	130.37012				1#	14.389557	4897.017013	142.73266		14.389557	4897.017013	142.73266	142.64242	142.64242
13.06345	4724.364816	129.47388		13.647136	3343.285223	135.72424		13.183999	4241.248305	130.92375				1#	14.442073	4903.521892	143.29654		14.442073	4903.521892	143.29654	143.18056	143.18056
13.119987	4731.890933	130.04788		13.706602	3347.97942	136.32455		13.245288	4249.597488	131.50737				1#	14.494086	4910.113316	143.8078		14.494086	4910.113316	143.8078	143.77259	143.77259
13.184995	4741.17815	130.67959		13.768145	3352.578081	136.93787		13.3064	4258.304176	132.12055				1#	14.545162	4915.951984	144.32124		14.545162	4915.951984	144.32124	144.39178	144.39178
13.247045	4749.497374	131.29756		13.819639	3356.418454	137.48918		13.366547	4266.67995	132.72627				1#	14.607106	4923.573701	144.90409		14.607106	4923.573701	144.90409	144.9803	144.9803
13.309146	4757.895932	131.92245		13.873689	3360.733454	138.01546		13.422082	4274.849724	133.30305				1#	14.668359	4931.054013	145.5106		14.668359	4931.054013	145.5106	145.52323	145.52323
13.3696	4765.927556	132.53114		13.932466	3365.160836	138.59089		13.483478	4283.3837	133.89315				1#	14.729764	4938.6781	146.12725		14.729764	4938.6781	146.12725	146.11682	146.11682
13.429099	4773.366675	133.12547		13.983592	3368.424496	139.12651		13.545371	4291.782257	134.50683				1#	14.786565	4945.827361	146.73377		14.786565	4945.827361	146.73377	146.72302	146.72302
13.489495	4781.741356	133.73044		14.038951	3372.329921	139.66212		13.606535	4300.39343	135.1217				1#	14.84103	4951.817182	147.26636		14.84103	4951.817182	147.26636	147.26838	147.26838
13.551317	4789.552115	134.34142		14.100646	3376.570072	140.25569		13.667354	4308.74126	135.72568				1#	14.897717	4958.727797	147.85212		14.897717	4958.727797	147.85212	147.89854	147.89854
13.612153	4797.955889	134.95182		14.161431	3380.714493	140.86253		13.728789	4317.014182	136.32634				1#	14.95077	4964.644467	148.36837		14.95077	4964.644467	148.36837	148.51547	148.51547
13.673112	4806.013614	135.56295		14.219183	3385.439207	141.452		13.791194	4325.706135	136.96749				1#	15.012779	4971.87744	148.95624		15.012779	4971.87744	148.95624	149.13076	149.13076
